"","Domain","Elevation","Year","Pop","Pop2","Indv","n","Temperature"
"655","Yellow",1122,2018,"NBI","NBI18","NBravo_2","Temp2",19.08
"656","Yellow",1147,2018,"NBI","NBI18","NBravo_3","Temp2",20.8
"657","Yellow",1193,2018,"NBI","NBI18","NBravo_4","Temp2",21.5
"658","Yellow",1135,2018,"NBI","NBI18","NBravo_5","Temp2",19.7
"659","Yellow",1127,2018,"NBI","NBI18","NBravo_6","Temp2",21.5
"660","Yellow",1087,2018,"NBI","NBI18","NBravo_7","Temp2",19.2
"661","Yellow",1091,2018,"NBI","NBI18","NBravo_8","Temp2",19.2
"662","Yellow",1199,2018,"NBI","NBI18","NBravo_9","Temp2",20.8
"663","Yellow",1130,2018,"NBI","NBI18","NBravo_10","Temp2",18
"664","Yellow",1144,2018,"NBI","NBI18","NBravo_11","Temp2",23.2
"665","Yellow",1137,2018,"NBI","NBI18","NBravo_12","Temp2",19.2
"666","Yellow",1295,2018,"CINvaLib","CINvaLib18","CINvLib1","Temp2",24.3
"667","Yellow",1291,2018,"CINvaLib","CINvaLib18","CINvLib2","Temp2",21.6
"668","Yellow",1282,2018,"CINvaLib","CINvaLib18","CINvLib3","Temp2",23.7
"669","Yellow",1268,2018,"CINvaLib","CINvaLib18","CINvLib4","Temp2",23.7
"670","Yellow",1253,2018,"CINvaLib","CINvaLib18","CINvLib5","Temp2",22.3
"671","Yellow",1201,2018,"CINvaLib","CINvaLib18","CINvLib6","Temp2",19.4
"672","Yellow",1182,2018,"CINvaLib","CINvaLib18","CINvLib7","Temp2",19.9
"673","Yellow",1155,2018,"CINvaLib","CINvaLib18","CINvLib8","Temp2",23.9
"674","Yellow",1130,2018,"CINvaLib","CINvaLib18","CINvLib9","Temp2",26.1
"675","Yellow",1125,2018,"CINvaLib","CINvaLib18","CINvLib10","Temp2",22.6
"676","Yellow",1086,2018,"CINvaLib","CINvaLib18","CINvLib11","Temp2",24
"677","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1","Temp2",19.6
"678","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2","Temp2",19.4
"679","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3","Temp2",20.8
"680","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4","Temp2",19.1
"681","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5","Temp2",19.8
"682","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6","Temp2",19.8
"683","Red",1347,2018,"Palmas","Palm18","Palmas_1","Temp2",20.5
"684","Red",1352,2018,"Palmas","Palm18","Palmas_2","Temp2",21.8
"685","Red",1367,2018,"Palmas","Palm18","Palmas_3","Temp2",19.8
"686","Red",1358,2018,"Palmas","Palm18","Palmas_4","Temp2",20.8
"687","Red",1363,2018,"Palmas","Palm18","Palmas_5","Temp2",18.8
"688","Red",1393,2018,"Palmas","Palm18","Palmas_6","Temp2",22.2
"689","Red",1392,2018,"Palmas","Palm18","Palmas_7","Temp2",22.6
"690","Red",1390,2018,"Palmas","Palm18","Palmas_8","Temp2",21.6
"691","Red",1389,2018,"Palmas","Palm18","Palmas_9","Temp2",20.6
"692","Red",1403,2018,"Palmas","Palm18","Palmas_10","Temp2",22
"693","Red",1393,2018,"Palmas","Palm18","Palmas_11","Temp2",21.6
"694","Red",1433,2018,"LagLon","LagLon18","LagLon_1","Temp2",22.2
"695","Red",1440,2018,"LagLon","LagLon18","LagLon_2","Temp2",20.9
"696","Red",1410,2018,"LagLon","LagLon18","LagLon_3","Temp2",22.1
"697","Red",1456,2018,"LagLon","LagLon18","LagLon_4","Temp2",17.8
"698","Red",1454,2018,"LagLon","LagLon18","LagLon_5","Temp2",22.1
"699","Red",1479,2018,"LagLon","LagLon18","LagLon_6","Temp2",21
"700","Red",1490,2018,"LagLon","LagLon18","LagLon_7","Temp2",21.2
"701","Red",1492,2018,"LagLon","LagLon18","LagLon_8","Temp2",29
"702","Red",1523,2018,"LagLon","LagLon18","LagLon_9","Temp2",22.3
"703","Red",1524,2018,"LagLon","LagLon18","LagLon_10","Temp2",21.2
"704","Red",1518,2018,"LagLon","LagLon18","LagLon_11","Temp2",20.2
"705","Red",1469,2018,"LagLon","LagLon18","LagLon_12","Temp2",19.9
"706","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1","Temp2",21
"707","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2","Temp2",19.2
"708","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3","Temp2",21.3
"709","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4","Temp2",21.8
"710","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5","Temp2",21.5
"711","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6","Temp2",22.3
"712","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7","Temp2",19.7
"713","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8","Temp2",21.6
"714","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9","Temp2",22.9
"715","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10","Temp2",22.1
"716","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11","Temp2",21
"717","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11","Temp1",26.2
"718","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12","Temp1",28.9
"719","Blue",2116,2017,"AmpLag","AmpLag17","Amp_Lag1","Temp2",24.8
"720","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2","Temp2",26.6
"721","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3","Temp2",24.8
"722","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag4","Temp2",26.8
"723","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5","Temp2",26.3
"724","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag6","Temp2",25.8
"725","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag7","Temp2",25.3
"726","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag8","Temp2",25.3
"727","Green",727,2018,"NvaLib","NvaLib18","NvaLib_1","Temp3",20.2
"728","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2","Temp3",22.3
"729","Green",828,2018,"NvaLib","NvaLib18","NvaLib_3","Temp3",25.5
"730","Green",828,2018,"NvaLib","NvaLib18","NvaLib_4","Temp3",23.8
"731","Green",826,2018,"NvaLib","NvaLib18","NvaLib_5","Temp3",23.9
"732","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6","Temp3",21.8
"733","Green",846,2018,"NvaLib","NvaLib18","NvaLib_7","Temp3",25.8
"734","Green",824,2018,"NvaLib","NvaLib18","NvaLib_8","Temp3",24.9
"735","Green",835,2018,"NvaLib","NvaLib18","NvaLib_9","Temp3",24.7
"736","Green",828,2018,"NvaLib","NvaLib18","NvaLib_10","Temp3",25
"737","Orange",700,2018,"Palestina","Pales18","Pal_1","Temp3",25.6
"738","Orange",722,2018,"Palestina","Pales18","Pal_2","Temp3",21.9
"739","Orange",736,2018,"Palestina","Pales18","Pal_3","Temp3",22.4
"740","Orange",733,2018,"Palestina","Pales18","Pal_4","Temp3",21.9
"741","Orange",746,2018,"Palestina","Pales18","Pal_5","Temp3",24.4
"742","Orange",728,2018,"Palestina","Pales18","Pal_6","Temp3",20.3
"743","Orange",750,2018,"Palestina","Pales18","Pal_7","Temp3",24.6
"744","Orange",751,2018,"Palestina","Pales18","Pal_8","Temp3",22.2
"745","Orange",752,2018,"Palestina","Pales18","Pal_9","Temp3",24.6
"746","Orange",746,2018,"Palestina","Pales18","Pal_10","Temp3",24.7
"747","Orange",884,2018,"SalUrb","SalUrb18","SalUrb_1","Temp3",18.8
"748","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_2","Temp3",18.3
"749","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_3","Temp3",19.7
"750","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_4","Temp3",21.8
"751","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_5","Temp3",18.4
"752","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_6","Temp3",20.6
"753","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_7","Temp3",20.1
"754","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_8","Temp3",18
"755","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_9","Temp3",20
"756","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_10","Temp3",20.6
"757","Yellow",1151,2018,"NBI","NBI18","NBravo_1","Temp3",20.3
"758","Yellow",1122,2018,"NBI","NBI18","NBravo_2","Temp3",18.1
"759","Yellow",1147,2018,"NBI","NBI18","NBravo_3","Temp3",21.7
"760","Yellow",1193,2018,"NBI","NBI18","NBravo_4","Temp3",22.7
"761","Yellow",1135,2018,"NBI","NBI18","NBravo_5","Temp3",19.3
"762","Yellow",1127,2018,"NBI","NBI18","NBravo_6","Temp3",20.2
"763","Yellow",1087,2018,"NBI","NBI18","NBravo_7","Temp3",21.9
"764","Yellow",1091,2018,"NBI","NBI18","NBravo_8","Temp3",17.9
"765","Yellow",1199,2018,"NBI","NBI18","NBravo_9","Temp3",20.6
"766","Yellow",1130,2018,"NBI","NBI18","NBravo_10","Temp3",20.6
"767","Yellow",1144,2018,"NBI","NBI18","NBravo_11","Temp3",19
"768","Yellow",1137,2018,"NBI","NBI18","NBravo_12","Temp3",14.9
"769","Yellow",1295,2018,"CINvaLib","CINvaLib18","CINvLib1","Temp3",24
"770","Yellow",1291,2018,"CINvaLib","CINvaLib18","CINvLib2","Temp3",24.3
"771","Yellow",1282,2018,"CINvaLib","CINvaLib18","CINvLib3","Temp3",23.6
"772","Yellow",1268,2018,"CINvaLib","CINvaLib18","CINvLib4","Temp3",24
"773","Yellow",1253,2018,"CINvaLib","CINvaLib18","CINvLib5","Temp3",23.9
"774","Yellow",1201,2018,"CINvaLib","CINvaLib18","CINvLib6","Temp3",23.3
"775","Yellow",1182,2018,"CINvaLib","CINvaLib18","CINvLib7","Temp3",25
"776","Yellow",1155,2018,"CINvaLib","CINvaLib18","CINvLib8","Temp3",24.1
"777","Yellow",1130,2018,"CINvaLib","CINvaLib18","CINvLib9","Temp3",23.6
"778","Yellow",1125,2018,"CINvaLib","CINvaLib18","CINvLib10","Temp3",24.5
"779","Yellow",1086,2018,"CINvaLib","CINvaLib18","CINvLib11","Temp3",22.8
"780","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1","Temp3",18.7
"781","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2","Temp3",20.2
"782","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3","Temp3",19.5
"783","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4","Temp3",22.1
"784","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5","Temp3",18.7
"785","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6","Temp3",18.3
"786","Red",1347,2018,"Palmas","Palm18","Palmas_1","Temp3",19.2
"787","Red",1352,2018,"Palmas","Palm18","Palmas_2","Temp3",22.3
"788","Red",1367,2018,"Palmas","Palm18","Palmas_3","Temp3",21.9
"789","Red",1358,2018,"Palmas","Palm18","Palmas_4","Temp3",20.8
"790","Red",1363,2018,"Palmas","Palm18","Palmas_5","Temp3",22.4
"791","Red",1393,2018,"Palmas","Palm18","Palmas_6","Temp3",21.4
"792","Red",1392,2018,"Palmas","Palm18","Palmas_7","Temp3",20.8
"793","Red",1390,2018,"Palmas","Palm18","Palmas_8","Temp3",22.8
"794","Red",1389,2018,"Palmas","Palm18","Palmas_9","Temp3",22
"795","Red",1403,2018,"Palmas","Palm18","Palmas_10","Temp3",21.8
"796","Red",1393,2018,"Palmas","Palm18","Palmas_11","Temp3",19.6
"797","Red",1433,2018,"LagLon","LagLon18","LagLon_1","Temp3",24
"798","Red",1440,2018,"LagLon","LagLon18","LagLon_2","Temp3",19.9
"799","Red",1410,2018,"LagLon","LagLon18","LagLon_3","Temp3",20.4
"800","Red",1456,2018,"LagLon","LagLon18","LagLon_4","Temp3",20.4
"801","Red",1454,2018,"LagLon","LagLon18","LagLon_5","Temp3",23
"802","Red",1479,2018,"LagLon","LagLon18","LagLon_6","Temp3",21.2
"803","Red",1490,2018,"LagLon","LagLon18","LagLon_7","Temp3",22.7
"804","Red",1492,2018,"LagLon","LagLon18","LagLon_8","Temp3",21.4
"805","Red",1523,2018,"LagLon","LagLon18","LagLon_9","Temp3",21.7
"806","Red",1524,2018,"LagLon","LagLon18","LagLon_10","Temp3",21.6
"807","Red",1518,2018,"LagLon","LagLon18","LagLon_11","Temp3",22.4
"808","Red",1469,2018,"LagLon","LagLon18","LagLon_12","Temp3",21.6
"809","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1","Temp3",21.8
"810","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2","Temp3",21.5
"811","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3","Temp3",18.2
"812","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4","Temp3",21.8
"813","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5","Temp3",20.6
"814","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6","Temp3",21.6
"815","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7","Temp3",22.4
"816","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8","Temp3",19.8
"817","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9","Temp3",16.5
"818","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10","Temp3",20.8
"819","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11","Temp3",20.9
"820","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag9","Temp2",24.7
"821","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag10","Temp2",25.6
"822","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11","Temp2",18.2
"823","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12","Temp2",18.2
"824","Blue",2116,2017,"AmpLag","AmpLag17","Amp_Lag1","Temp3",22.7
"825","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2","Temp3",26.3
"826","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3","Temp3",24.8
"827","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag4","Temp3",23.5
"828","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5","Temp3",26
"829","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag6","Temp3",26
"830","Green",727,2018,"NvaLib","NvaLib18","NvaLib_1","Temp4",21.8
"831","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2","Temp4",23.3
"832","Green",828,2018,"NvaLib","NvaLib18","NvaLib_3","Temp4",24.5
"833","Green",828,2018,"NvaLib","NvaLib18","NvaLib_4","Temp4",22.5
"834","Green",826,2018,"NvaLib","NvaLib18","NvaLib_5","Temp4",25.9
"835","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6","Temp4",25.6
"836","Green",846,2018,"NvaLib","NvaLib18","NvaLib_7","Temp4",22
"837","Green",824,2018,"NvaLib","NvaLib18","NvaLib_8","Temp4",25.2
"838","Green",835,2018,"NvaLib","NvaLib18","NvaLib_9","Temp4",23.5
"839","Green",828,2018,"NvaLib","NvaLib18","NvaLib_10","Temp4",25
"840","Orange",700,2018,"Palestina","Pales18","Pal_1","Temp4",21.9
"841","Orange",722,2018,"Palestina","Pales18","Pal_2","Temp4",21.6
"842","Orange",736,2018,"Palestina","Pales18","Pal_3","Temp4",24.6
"843","Orange",733,2018,"Palestina","Pales18","Pal_4","Temp4",22
"844","Orange",746,2018,"Palestina","Pales18","Pal_5","Temp4",23.5
"845","Orange",728,2018,"Palestina","Pales18","Pal_6","Temp4",22.9
"846","Orange",750,2018,"Palestina","Pales18","Pal_7","Temp4",22.9
"847","Orange",751,2018,"Palestina","Pales18","Pal_8","Temp4",20.9
"848","Orange",752,2018,"Palestina","Pales18","Pal_9","Temp4",23.2
"849","Orange",746,2018,"Palestina","Pales18","Pal_10","Temp4",24.3
"850","Orange",884,2018,"SalUrb","SalUrb18","SalUrb_1","Temp4",18.5
"851","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_2","Temp4",20.3
"852","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_3","Temp4",19.2
"853","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_4","Temp4",19.1
"854","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_5","Temp4",NA
"855","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_6","Temp4",20.8
"856","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_7","Temp4",19.2
"857","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_8","Temp4",18.5
"858","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_9","Temp4",21
"859","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_10","Temp4",18.3
"860","Yellow",1151,2018,"NBI","NBI18","NBravo_1","Temp4",20.9
"861","Yellow",1122,2018,"NBI","NBI18","NBravo_2","Temp4",20.8
"862","Yellow",1147,2018,"NBI","NBI18","NBravo_3","Temp4",20.3
"863","Yellow",1193,2018,"NBI","NBI18","NBravo_4","Temp4",18.8
"864","Yellow",1135,2018,"NBI","NBI18","NBravo_5","Temp4",22.2
"865","Yellow",1127,2018,"NBI","NBI18","NBravo_6","Temp4",19.8
"866","Yellow",1087,2018,"NBI","NBI18","NBravo_7","Temp4",21.2
"867","Yellow",1091,2018,"NBI","NBI18","NBravo_8","Temp4",21.2
"868","Yellow",1199,2018,"NBI","NBI18","NBravo_9","Temp4",17.3
"869","Yellow",1130,2018,"NBI","NBI18","NBravo_10","Temp4",20.7
"870","Yellow",1144,2018,"NBI","NBI18","NBravo_11","Temp4",20.3
"871","Yellow",1137,2018,"NBI","NBI18","NBravo_12","Temp4",19.9
"872","Yellow",1295,2018,"CINvaLib","CINvaLib18","CINvLib1","Temp4",22.1
"873","Yellow",1291,2018,"CINvaLib","CINvaLib18","CINvLib2","Temp4",24.6
"874","Yellow",1282,2018,"CINvaLib","CINvaLib18","CINvLib3","Temp4",23
"875","Yellow",1268,2018,"CINvaLib","CINvaLib18","CINvLib4","Temp4",26.7
"876","Yellow",1253,2018,"CINvaLib","CINvaLib18","CINvLib5","Temp4",19.8
"877","Yellow",1201,2018,"CINvaLib","CINvaLib18","CINvLib6","Temp4",22.9
"878","Yellow",1182,2018,"CINvaLib","CINvaLib18","CINvLib7","Temp4",23.8
"879","Yellow",1155,2018,"CINvaLib","CINvaLib18","CINvLib8","Temp4",23.5
"880","Yellow",1130,2018,"CINvaLib","CINvaLib18","CINvLib9","Temp4",25.3
"881","Yellow",1125,2018,"CINvaLib","CINvaLib18","CINvLib10","Temp4",23.9
"882","Yellow",1086,2018,"CINvaLib","CINvaLib18","CINvLib11","Temp4",24.6
"883","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1","Temp4",20.5
"884","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2","Temp4",20.8
"885","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3","Temp4",19.8
"886","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4","Temp4",20.2
"887","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5","Temp4",19.3
"888","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6","Temp4",19.1
"889","Red",1347,2018,"Palmas","Palm18","Palmas_1","Temp4",20.1
"890","Red",1352,2018,"Palmas","Palm18","Palmas_2","Temp4",21.9
"891","Red",1367,2018,"Palmas","Palm18","Palmas_3","Temp4",22
"892","Red",1358,2018,"Palmas","Palm18","Palmas_4","Temp4",22.7
"893","Red",1363,2018,"Palmas","Palm18","Palmas_5","Temp4",21.6
"894","Red",1393,2018,"Palmas","Palm18","Palmas_6","Temp4",22.8
"895","Red",1392,2018,"Palmas","Palm18","Palmas_7","Temp4",20.2
"896","Red",1390,2018,"Palmas","Palm18","Palmas_8","Temp4",21.5
"897","Red",1389,2018,"Palmas","Palm18","Palmas_9","Temp4",19.5
"898","Red",1403,2018,"Palmas","Palm18","Palmas_10","Temp4",20.9
"899","Red",1393,2018,"Palmas","Palm18","Palmas_11","Temp4",22.4
"900","Red",1433,2018,"LagLon","LagLon18","LagLon_1","Temp4",22.6
"901","Red",1440,2018,"LagLon","LagLon18","LagLon_2","Temp4",22.2
"902","Red",1410,2018,"LagLon","LagLon18","LagLon_3","Temp4",22.6
"903","Red",1456,2018,"LagLon","LagLon18","LagLon_4","Temp4",22
"904","Red",1454,2018,"LagLon","LagLon18","LagLon_5","Temp4",22.6
"905","Red",1479,2018,"LagLon","LagLon18","LagLon_6","Temp4",19.7
"906","Red",1490,2018,"LagLon","LagLon18","LagLon_7","Temp4",22.8
"907","Red",1492,2018,"LagLon","LagLon18","LagLon_8","Temp4",19.8
"908","Red",1523,2018,"LagLon","LagLon18","LagLon_9","Temp4",19.8
"909","Red",1524,2018,"LagLon","LagLon18","LagLon_10","Temp4",20.8
"910","Red",1518,2018,"LagLon","LagLon18","LagLon_11","Temp4",21.2
"911","Red",1469,2018,"LagLon","LagLon18","LagLon_12","Temp4",22.6
"912","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1","Temp4",21.3
"913","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2","Temp4",21.8
"914","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3","Temp4",20.5
"915","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4","Temp4",21.6
"916","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5","Temp4",22.6
"917","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6","Temp4",21.6
"918","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7","Temp4",20.7
"919","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8","Temp4",16.7
"920","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9","Temp4",20.8
"921","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10","Temp4",23
"922","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11","Temp4",20
"923","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag7","Temp3",25.8
"924","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag8","Temp3",25.4
"925","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag9","Temp3",25.7
"926","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag10","Temp3",25.7
"927","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11","Temp3",29.3
"928","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12","Temp3",27.3
"929","Blue",2116,2017,"AmpLag","AmpLag17","Amp_Lag1","Temp4",24.2
"930","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2","Temp4",24.9
"931","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3","Temp4",24
"932","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag4","Temp4",23.3
"933","Green",727,2018,"NvaLib","NvaLib18","NvaLib_1","Temp5",26
"934","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2","Temp5",22.8
"935","Green",828,2018,"NvaLib","NvaLib18","NvaLib_3","Temp5",22
"936","Green",828,2018,"NvaLib","NvaLib18","NvaLib_4","Temp5",26.3
"937","Green",826,2018,"NvaLib","NvaLib18","NvaLib_5","Temp5",27.3
"938","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6","Temp5",19.6
"939","Green",846,2018,"NvaLib","NvaLib18","NvaLib_7","Temp5",24.2
"940","Green",824,2018,"NvaLib","NvaLib18","NvaLib_8","Temp5",20.5
"941","Green",835,2018,"NvaLib","NvaLib18","NvaLib_9","Temp5",23.8
"942","Green",828,2018,"NvaLib","NvaLib18","NvaLib_10","Temp5",26
"943","Orange",700,2018,"Palestina","Pales18","Pal_1","Temp5",20.1
"944","Orange",722,2018,"Palestina","Pales18","Pal_2","Temp5",21.8
"945","Orange",736,2018,"Palestina","Pales18","Pal_3","Temp5",20.8
"946","Orange",733,2018,"Palestina","Pales18","Pal_4","Temp5",21.3
"947","Orange",746,2018,"Palestina","Pales18","Pal_5","Temp5",22.5
"948","Orange",728,2018,"Palestina","Pales18","Pal_6","Temp5",20.9
"949","Orange",750,2018,"Palestina","Pales18","Pal_7","Temp5",21.4
"950","Orange",751,2018,"Palestina","Pales18","Pal_8","Temp5",22.1
"951","Orange",752,2018,"Palestina","Pales18","Pal_9","Temp5",22.6
"952","Orange",746,2018,"Palestina","Pales18","Pal_10","Temp5",20.9
"953","Orange",884,2018,"SalUrb","SalUrb18","SalUrb_1","Temp5",21.6
"954","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_2","Temp5",21.6
"955","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_3","Temp5",NA
"956","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_4","Temp5",21.3
"957","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_5","Temp5",NA
"958","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_6","Temp5",18.5
"959","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_7","Temp5",21.2
"960","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_8","Temp5",20.5
"961","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_9","Temp5",20
"962","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_10","Temp5",19.5
"963","Yellow",1151,2018,"NBI","NBI18","NBravo_1","Temp5",17.3
"964","Yellow",1122,2018,"NBI","NBI18","NBravo_2","Temp5",23.8
"965","Yellow",1147,2018,"NBI","NBI18","NBravo_3","Temp5",18.8
"966","Yellow",1193,2018,"NBI","NBI18","NBravo_4","Temp5",21
"967","Yellow",1135,2018,"NBI","NBI18","NBravo_5","Temp5",19.7
"968","Yellow",1127,2018,"NBI","NBI18","NBravo_6","Temp5",15.5
"969","Yellow",1087,2018,"NBI","NBI18","NBravo_7","Temp5",21.5
"970","Yellow",1091,2018,"NBI","NBI18","NBravo_8","Temp5",20
"971","Yellow",1199,2018,"NBI","NBI18","NBravo_9","Temp5",20.9
"972","Yellow",1130,2018,"NBI","NBI18","NBravo_10","Temp5",21.1
"973","Yellow",1144,2018,"NBI","NBI18","NBravo_11","Temp5",20.4
"974","Yellow",1137,2018,"NBI","NBI18","NBravo_12","Temp5",20.4
"975","Yellow",1295,2018,"CINvaLib","CINvaLib18","CINvLib1","Temp5",22.3
"976","Yellow",1291,2018,"CINvaLib","CINvaLib18","CINvLib2","Temp5",25
"977","Yellow",1282,2018,"CINvaLib","CINvaLib18","CINvLib3","Temp5",23.3
"978","Yellow",1268,2018,"CINvaLib","CINvaLib18","CINvLib4","Temp5",24
"979","Yellow",1253,2018,"CINvaLib","CINvaLib18","CINvLib5","Temp5",21.6
"980","Yellow",1201,2018,"CINvaLib","CINvaLib18","CINvLib6","Temp5",22.7
"981","Yellow",1182,2018,"CINvaLib","CINvaLib18","CINvLib7","Temp5",23
"982","Yellow",1155,2018,"CINvaLib","CINvaLib18","CINvLib8","Temp5",24.1
"983","Yellow",1130,2018,"CINvaLib","CINvaLib18","CINvLib9","Temp5",23.8
"984","Yellow",1125,2018,"CINvaLib","CINvaLib18","CINvLib10","Temp5",23.7
"985","Yellow",1086,2018,"CINvaLib","CINvaLib18","CINvLib11","Temp5",23.8
"986","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1","Temp5",18.3
"987","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2","Temp5",18.9
